DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,
Sensor code,,,,,,,,,,
        Datum, BoTemp10, BoTemp20, BoTemp30, Theta201, Theta202, w_up_con, Theta801, Theta802, Lys_Akku
Units,,,,,,,,,,
Minimum value,,,,,,,,,,
Maximum value,,,,,,,,,,
08.03. 07:00 ,   -18.03,     1.74,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.77,  27.9760
08.03. 07:30 ,   -18.03,     1.68,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.77,  27.9760
08.03. 08:00 ,   -18.03,     1.68,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 08:30 ,   -18.03,     1.68,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 09:00 ,   -18.03,     1.74,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 09:30 ,   -18.03,     1.80,    20.39,    41.52,    34.93,  26.8610,    38.90,    37.81,  27.9760
08.03. 10:00 ,   -18.03,     1.86,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 10:30 ,   -18.03,     1.92,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 11:00 ,   -18.03,     1.74,    20.54,    41.52,    34.93,  26.8610,    38.90,    37.81,  27.9760
08.03. 11:30 ,   -18.03,     1.86,    20.39,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 12:00 ,   -18.03,     2.09,    20.54,    41.52,    34.96,  26.8610,    38.90,    37.81,  27.9760
08.03. 12:30 ,   -18.03,     2.21,    20.54,    41.52,    34.93,  26.8610,    38.90,    37.81,  27.9760
08.03. 13:00 ,   -18.03,     0.97,    23.01,    25.75,    34.95, -26.8340,    38.93,    37.83, -27.9490
08.03. 13:30 ,   -18.03,     2.24,    20.32,    41.84,    35.07,  -7.8120,    39.39,    38.44,  -8.1370
08.03. 14:00 ,   -18.03,     2.44,    20.39,    41.52,    34.93,  26.8610,    38.94,    37.81,  27.9760
08.03. 14:30 ,   -18.03,     2.44,    20.39,    41.52,    34.93,  12.4230,    38.94,    37.81,  26.3840
08.03. 15:00 ,   -18.03,     2.21,    20.54,    41.52,    34.93,  17.7630,    38.94,    37.81,  27.9760
08.03. 15:30 ,   -18.03,     2.09,    20.39,    41.52,    34.93,  25.5160,    38.94,    37.81,  27.9760
08.03. 16:00 ,   -18.03,     1.98,    20.54,    41.52,    34.93,  26.8610,    38.90,    37.80,  27.9760
08.03. 16:30 ,   -18.03,     1.92,    20.39,    41.52,    34.93,  26.8610,    38.94,    37.80,  27.9760
08.03. 17:00 ,   -18.03,     1.86,    20.54,    41.52,    34.93,  26.8610,    38.94,    37.80,  27.9760
08.03. 17:30 ,   -18.03,     1.98,    20.54,    41.52,    34.93,  26.8610,    38.94,    37.80,  27.9760
08.03. 18:00 ,   -18.03,     1.98,    20.39,    41.52,    34.93,  26.8610,    38.94,    37.84,  27.9760
08.03. 18:30 ,   -18.03,     1.92,    20.39,    41.52,    34.93,  26.8610,    38.90,    37.84,  27.9760
08.03. 19:00 ,   -18.03,     1.80,    20.54,    41.52,    34.93,  26.8610,    38.90,    37.84,  27.9760
08.03. 19:30 ,   -18.03,     1.57,    20.39,    41.52,    34.93,  26.8610,    38.94,    37.84,  27.9760
08.03. 20:00 ,   -18.03,     1.40,    20.39,    41.52,    34.93,  26.8610,    38.90,    37.84,  27.9760
08.03. 20:30 ,   -18.03,     1.19,    20.39,    41.52,    34.91,  26.8610,    38.94,    37.84,  27.9760
08.03. 21:00 ,   -18.03,     1.08,    20.38,    41.44,    34.93,  26.8610,    38.94,    37.84,  27.9760
08.03. 21:30 ,   -18.03,     0.97,    20.38,    41.52,    34.93,  26.8610,    38.94,    37.84,  27.9760
08.03. 22:00 ,   -18.03,     0.92,    20.38,    41.44,    34.91,  26.8610,    38.94,    37.84,  27.9760
08.03. 22:30 ,   -18.03,     0.86,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.84,  27.9760
08.03. 23:00 ,   -18.03,     0.86,    20.38,    41.44,    34.93,  26.8610,    38.94,    37.84,  27.9760
08.03. 23:30 ,   -18.03,     0.81,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.84,  27.9760
09.03. 00:00 ,   -18.03,     0.76,    20.38,    41.44,    34.91,  26.8610,    38.94,    37.84,  27.9760
09.03. 00:30 ,   -18.03,     0.70,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 01:00 ,   -18.03,     0.70,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 01:30 ,   -18.03,     0.60,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.84,  27.9760
09.03. 02:00 ,   -18.03,     0.60,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.84,  27.9760
09.03. 02:30 ,   -18.03,     0.54,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 03:00 ,   -18.03,     0.60,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 03:30 ,   -18.03,     0.54,    20.38,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 04:00 ,   -18.03,     0.54,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 04:30 ,   -18.03,     0.49,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 05:00 ,   -18.03,     0.49,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 05:30 ,   -18.03,     0.44,    20.23,    41.44,    34.88,  26.8610,    38.90,    37.81,  27.9760
09.03. 06:00 ,   -18.03,     0.44,    20.23,    41.44,    34.88,  26.8610,    38.90,    37.80,  27.9760
09.03. 06:30 ,   -18.03,     0.38,    20.24,    41.44,    34.90,  26.8610,    38.87,    37.80,  27.9760
09.03. 07:00 ,   -18.03,     0.33,    20.22,    41.44,    34.88,   3.8570,    38.91,    37.81,  25.1820
09.03. 07:30 ,   -18.03,     0.33,    20.23,    41.44,    34.88,  26.8610,    38.91,    37.81,  27.9760
09.03. 08:00 ,   -18.03,     0.27,    20.23,    41.44,    34.88,  24.7030,    38.91,    37.81,  27.9760
09.03. 08:30 ,   -18.03,     0.27,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.81,  27.9760
09.03. 09:00 ,   -18.03,     0.33,    20.23,    41.44,    34.88,  26.8610,    38.90,    37.81,  27.9760
09.03. 09:30 ,   -18.03,     0.33,    20.23,    41.44,    34.88,  26.8610,    38.90,    37.81,  27.9760
09.03. 10:00 ,   -18.03,     0.33,    20.23,    41.44,    34.88,  26.8610,    38.90,    37.81,  27.9760
09.03. 10:30 ,   -18.03,     0.43,    20.23,    41.44,    34.91, -25.7520,    39.09,    37.77, -12.8780
09.03. 11:00 ,   -18.03,     0.60,    20.23,    41.44,    34.91,   8.1530,    38.90,    37.77,  25.7010
09.03. 11:30 ,   -18.03,     0.76,    20.23,    41.44,    34.91,  10.3240,    38.90,    37.81,  23.2690
09.03. 12:00 ,   -18.03,     1.08,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.77, -21.5470
09.03. 12:30 ,   -18.03,     1.40,    20.23,    41.44,    34.91,  26.8610,    38.90,    37.77,  27.9760
09.03. 13:00 ,    30.03,    30.03,    30.03,    38.40,    34.91, -26.8610,    38.95,    37.78, -27.9760
09.03. 13:30 ,   -18.03,    14.64,    28.39,    38.73,    32.98,  -9.7540,    35.91,    34.97, -10.1590
09.03. 14:00 ,    30.03,    30.03,    30.03,    32.21,    27.22,   4.9000,    30.19,    29.45,   5.1310
09.03. 14:30 ,    30.03,    30.03,    30.03,    29.83,    25.04,   4.8800,    28.01,    27.27,   5.0490
09.03. 15:00 ,   -18.03,     4.17,    20.55,    35.91,    25.03,   4.8800,    28.23,    27.33,   5.0490
09.03. 15:30 ,   -18.03,    30.03,    30.03,    30.12,    25.35,   4.9130,    28.47,    27.63,   5.1440
09.03. 16:00 ,    30.03,    30.03,    30.03,    30.23,    25.45, -29.7500,    28.39,    27.60, -30.9900
09.03. 16:30 ,     7.43,     4.17,    20.70,    41.28,    34.85, -13.0860,    38.94,    37.73,   6.3130
09.03. 17:00 ,    30.03,    30.03,    30.03,    31.01,    25.45, -13.5060,    28.12,    27.27, -14.0670
09.03. 17:30 ,    30.03,    30.03,    30.03,    31.02,    26.21, -23.2920,    29.25,    28.36, -24.2600
09.03. 18:00 ,   -18.03,    30.03,    30.03,    31.41,    26.61,   4.9200,    29.73,    29.07,   5.0830
09.03. 18:30 ,    30.03,    30.03,    30.03,    32.10,    26.98, -14.7390,    29.95,    24.80, -15.3510
09.03. 19:00 ,    30.03,    30.03,    30.03,    31.59,    27.00,   4.8410,    29.94,    29.15,   4.9940
09.03. 19:30 ,    30.03,    30.03,    30.03,    31.11,    26.47, -14.4500,    29.57,    28.70, -15.0500
09.03. 20:00 ,   -18.03,     3.06,    20.62,    41.28,    34.83,  26.8340,    38.92,    37.71,  27.9490
09.03. 20:30 ,   -18.03,     2.82,    19.99,    42.56,    34.85,   5.4250,    38.76,    37.63,   5.6500
09.03. 21:00 ,   -18.03,     2.56,    20.55,    41.28,    34.85,  26.8610,    38.90,    37.77,  27.9760
09.03. 21:30 ,   -18.03,     2.38,    20.54,    41.28,    34.88,  26.8610,    38.94,    37.77,  27.9760
09.03. 22:00 ,   -18.03,     2.44,    20.69,    41.20,    34.80,  26.7820,    38.81,    37.64,  27.8940
09.03. 22:30 ,   -18.03,     2.40,    20.74,    41.20,    34.82,  26.8080,    38.90,    37.73,  27.9210
09.03. 23:00 ,   -18.03,     2.20,    20.53,    42.08,    34.94,  10.5150,    38.80,    37.77,  10.9510
09.03. 23:30 ,   -18.03,     2.14,    20.51,    41.36,    34.96,  -2.9542,    38.89,    37.91,  -3.0769
10.03. 00:00 ,   -18.03,     2.12,    20.78,    41.52,    34.94,   2.5278,    39.24,    38.18,   2.6328
10.03. 00:30 ,   -18.03,     2.12,    20.76,    41.68,    34.97,  12.1410,    38.87,    37.85,  12.6460
10.03. 01:00 ,   -18.03,     2.03,    20.54,    41.36,    34.88,  26.8610,    38.90,    37.77,  27.9760
10.03. 01:30 ,   -18.03,     2.12,    20.30,    41.92,    35.29,   3.6930,    38.25,    37.74,   3.8460
10.03. 02:00 ,   -18.03,     2.01,    20.47,    41.76,    35.03,  10.9350,    38.80,    37.66,  11.3890
10.03. 02:30 ,   -18.03,     2.04,    20.72,    41.28,    34.80,  26.7560,    38.80,    37.67,  27.8670
10.03. 03:00 ,   -18.03,     1.98,    20.70,    41.52,    34.85,   9.7800,    38.76,    37.74,  10.1860
10.03. 03:30 ,   -18.03,     2.13,    20.95,    41.20,    34.81,  26.7300,    38.78,    37.64,  27.8390
10.03. 04:00 ,   -18.03,     1.86,    20.71,    41.20,    34.82,  26.7560,    38.79,    37.65,  27.8670
10.03. 04:30 ,   -18.03,     1.99,    20.73,    41.28,    34.84,  26.7820,    38.81,    37.68,  27.8940
10.03. 05:00 ,   -18.03,     2.58,    21.55,    40.96,    34.77,  -3.0919,    38.43,    37.41,  -3.2203
10.03. 05:30 ,   -18.03,     2.03,    21.15,    41.60,    34.94,   8.9400,    39.02,    37.88,   9.3120
10.03. 06:00 ,   -18.03,     2.18,    20.78,    41.52,    34.94,   8.6780,    38.83,    37.85,   9.0380
10.03. 06:30 ,   -18.03,     2.12,    20.78,    41.60,    34.97,   1.6882,    38.91,    37.81,   1.7583
10.03. 07:00 ,   -18.03,     1.86,    20.38,    41.36,    34.90,  26.8340,    38.93,    37.76,  27.9490
10.03. 07:30 ,   -18.03,     2.09,    27.33,    41.44,    34.96,  -4.5850,    38.90,    38.06,  -4.7750
10.03. 08:00 ,   -18.03,     2.07,    20.48,    41.36,    34.88,  26.8080,    38.87,    37.70,  27.9210
10.03. 08:30 ,   -18.03,     2.15,    20.54,    41.36,    34.88,  26.8080,    38.87,    37.70,  27.9210
10.03. 09:00 ,   -18.03,     2.00,    20.45,    41.68,    34.99,   8.6780,    38.80,    37.70,   9.0380
10.03. 09:30 ,   -18.03,     2.18,    20.78,    41.68,    34.97,   5.7390,    38.87,    37.81,   5.9780
10.03. 10:00 ,   -18.03,     2.23,    20.91,    41.44,    34.94,   0.4288,    38.83,    37.85,   0.4466
10.03. 10:30 ,   -18.03,     1.90,    20.34,    40.69,    34.40,  -8.6520,    38.07,    37.01,  -9.0110
10.03. 11:00 ,   -18.03,     1.88,    20.45,    41.44,    34.97,  -4.2440,    38.80,    37.52,  -4.4200
10.03. 11:30 ,   -18.03,     2.06,    20.77,    41.44,    34.93, -14.2930,    38.86,    37.80, -14.8860
10.03. 12:00 ,   -18.03,     2.26,    20.97,    41.68,    34.96, -18.0710,    38.90,    37.70, -18.8220
10.03. 12:30 ,   -18.03,     2.23,    20.44,    41.36,    34.92,  26.8340,    38.89,    37.72,  27.9490
10.03. 13:00 ,   -18.03,     2.34,    20.42,    41.44,    34.96,  26.8610,    38.89,    37.76,  27.9760
10.03. 13:30 ,   -18.03,     2.46,    20.43,    41.44,    34.96,  26.8610,    38.93,    37.76,  27.9760
10.03. 14:00 ,   -18.03,     2.64,    20.45,    41.44,    34.98,  26.8340,    38.93,    37.76,  27.9490
10.03. 14:30 ,   -18.03,     2.77,    20.48,    41.44,    34.98,  26.8340,    38.92,    37.75,  27.9490
10.03. 15:00 ,   -18.03,     2.97,    20.85,    42.72,    34.99,   7.1040,    39.24,    38.32,   7.3990
10.03. 15:30 ,   -18.03,    12.97,    30.03,    41.12,    34.99,   5.1100,    38.72,    37.30,   5.3220
10.03. 16:00 ,   -18.03,     3.47,    21.15,    41.68,    35.07,   9.6750,    38.72,    37.63,  10.0770
10.03. 16:30 ,   -18.03,     3.49,    21.05,    41.36,    34.94,  26.7030,    38.80,    37.66,  27.8120
10.03. 17:00 ,   -18.03,     4.40,    22.12,    41.12,    34.77,  26.4670,    38.55,    37.41,  27.5660
10.03. 17:30 ,   -18.03,     4.42,    22.00,    41.12,    34.84,  26.4930,    38.60,    37.43,  27.5940
10.03. 18:00 ,   -18.03,     3.44,    20.62,    41.52,    35.25,   4.5850,    38.94,    37.96,   4.7750
10.03. 18:30 ,   -18.03,     3.56,    20.76,    41.44,    35.36,   3.0526,    38.98,    37.85,   3.1793
10.03. 19:00 ,   -18.03,     3.47,    19.93,    41.12,    35.87,   2.1080,    38.36,    37.04,   2.1956
10.03. 19:30 ,   -18.03,     3.72,    20.69,    41.68,    35.43,  26.8080,    38.95,    37.77,  27.9210
10.03. 20:00 ,   -18.03,     3.77,    20.51,    41.84,    35.65,   5.7920,    39.05,    38.07,   6.0320
10.03. 20:30 ,   -18.03,     3.89,    20.63,    41.76,    35.55,  26.8340,    38.96,    37.78,  27.9490
10.03. 21:00 ,   -18.03,     4.06,    20.73,    41.76,    35.57,  26.8080,    38.93,    37.76,  27.9210
10.03. 21:30 ,   -18.03,     4.00,    20.60,    42.48,    35.69,   9.8330,    38.91,    37.88,  10.2410
10.03. 22:00 ,   -18.03,     4.23,    21.01,    42.24,    35.84,   6.1590,    39.05,    37.96,   6.4150
10.03. 22:30 ,   -18.03,     4.23,    20.55,    41.92,    35.69, -26.8610,    38.98,    37.84, -12.4060
10.03. 23:00 ,   -18.03,     4.36,    20.55,    41.92,    35.68,  26.8610,    39.01,    37.88,  27.9760
10.03. 23:30 ,   -18.03,     4.43,    20.70,    41.92,    35.68,  26.8610,    39.01,    37.88,  27.9760
11.03. 00:00 ,   -18.03,     4.56,    20.71,    42.00,    35.68,  26.8610,    39.01,    37.88,  27.9760
11.03. 00:30 ,   -18.03,     4.63,    20.70,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 01:00 ,   -18.03,     4.69,    20.70,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 01:30 ,   -18.03,     4.76,    20.70,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 02:00 ,   -18.03,     4.76,    20.70,    42.00,    35.68,  26.8610,    39.01,    37.95,  27.9760
11.03. 02:30 ,   -18.03,     4.83,    20.70,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 03:00 ,   -18.03,     4.90,    20.71,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 03:30 ,   -18.03,     4.97,    20.71,    42.00,    35.68,  26.8610,    39.01,    37.95,  27.9760
11.03. 04:00 ,   -18.03,     5.04,    20.71,    42.00,    35.68,  26.8610,    39.01,    37.91,  27.9760
11.03. 04:30 ,   -18.03,     5.11,    20.71,    42.00,    35.65,  21.7900,    39.01,    37.95,  27.9760
11.03. 05:00 ,   -18.03,     5.18,    20.86,    42.00,    35.65,  -2.7492,    39.05,    37.95,  25.4550
11.03. 05:30 ,   -18.03,     5.25,    20.86,    41.92,    35.65,   2.3204,    39.01,    37.95,  20.0720
11.03. 06:00 ,   -18.03,     5.32,    20.71,    41.92,    35.65,  -4.2050,    39.05,    37.95,  16.4300
11.03. 06:30 ,   -18.03,     5.31,    20.86,    42.00,    35.65, -26.8610,    39.02,    37.92, -27.0950
11.03. 07:00 ,   -18.03,    22.74,    30.03,    42.80,    35.73,  15.6570,    39.35,    38.40,  16.3070
11.03. 07:30 ,   -18.03,     5.35,    19.26,    42.56,    41.44,  22.1640,    37.12,    36.93,  23.0850
11.03. 08:00 ,   -18.03,     5.52,    20.86,    42.00,    35.61,  26.8610,    39.05,    37.95,  27.9760
11.03. 08:30 ,   -18.03,     5.66,    20.86,    42.00,    35.61,  26.8610,    39.05,    37.95,  27.9760
11.03. 09:00 ,   -18.03,     5.80,    20.86,    41.92,    35.61,  26.8610,    39.01,    37.95,  27.9760
11.03. 09:30 ,   -18.03,     6.01,    20.86,    42.00,    35.61,  26.8610,    39.05,    37.95,  27.9760
11.03. 10:00 ,   -18.03,     6.31,    20.86,    41.92,    35.57,  26.8610,    39.05,    37.95,  27.9760
11.03. 10:30 ,   -18.03,     6.76,    20.87,    41.92,    35.57,  26.8610,    39.05,    37.95,  27.9760
11.03. 11:00 ,   -18.03,     7.13,    20.87,    41.92,    35.57,  26.8610,    39.05,    37.95,  27.9760
11.03. 11:30 ,   -18.03,     7.21,    20.87,    41.92,    35.57,  26.8610,    39.04,    37.95,  27.9760
11.03. 12:00 ,   -18.03,     7.44,    20.87,    41.92,    35.57,  21.7640,    39.04,    37.95,  27.9760
11.03. 12:30 ,   -18.03,     7.51,    20.87,    41.92,    35.53,  26.6700,    39.04,    37.95,  27.9760
11.03. 13:00 ,   -18.03,     7.68,    20.87,    41.84,    35.53,  26.8610,    39.04,    37.98,  27.9760
11.03. 13:30 ,   -18.03,     7.76,    20.87,    41.92,    35.53,  23.3380,    39.04,    37.95,  27.9760
11.03. 14:00 ,   -18.03,     8.00,    21.03,    41.84,    35.53,  24.3090,    39.04,    37.98,  27.9760
11.03. 14:30 ,   -18.03,     8.25,    21.03,    41.84,    35.50,  26.8610,    39.04,    37.95,  27.9760
11.03. 15:00 ,   -18.03,     8.33,    21.03,    41.84,    35.50,  26.8610,    39.04,    37.95,  27.9760
11.03. 15:30 ,   -18.03,     8.49,    21.20,    41.84,    35.50,  26.8610,    39.04,    37.95,  27.9760
11.03. 16:00 ,   -18.03,     8.49,    21.20,    41.84,    35.50,  26.8610,    39.04,    37.95,  27.9760
11.03. 16:30 ,   -18.03,     8.49,    21.20,    41.84,    35.46,  26.8610,    39.04,    37.95,  27.9760
11.03. 17:00 ,   -18.03,     8.41,    21.20,    41.84,    35.46,  26.8610,    39.04,    37.91,  27.9760
11.03. 17:30 ,   -18.03,     8.33,    21.20,    41.84,    35.46,  26.8610,    39.04,    37.91,  27.9760
11.03. 18:00 ,   -18.03,     8.17,    21.20,    41.84,    35.42,  26.8610,    39.04,    37.91,  27.9760
11.03. 18:30 ,   -18.03,     8.08,    21.36,    41.84,    35.42,  26.8610,    39.04,    37.95,  27.9760
11.03. 19:00 ,   -18.03,     7.84,    21.36,    41.76,    35.42,  26.8610,    39.04,    37.91,  27.9760
11.03. 19:30 ,   -18.03,     7.67,    21.36,    41.76,    35.39,  26.8610,    39.04,    37.95,  27.9760
11.03. 20:00 ,   -18.03,     7.44,    21.36,    41.76,    35.39,  26.8610,    39.04,    37.91,  27.9760
11.03. 20:30 ,   -18.03,     7.14,    21.35,    41.76,    35.39,  26.8610,    39.04,    37.91,  27.9760
11.03. 21:00 ,   -18.03,     6.98,    21.35,    41.76,    35.39,  26.8610,    39.01,    37.91,  27.9760
11.03. 21:30 ,   -18.03,     6.98,    21.35,    41.76,    35.35,  26.8610,    39.04,    37.91,  27.9760
11.03. 22:00 ,   -18.03,     6.98,    21.35,    41.76,    35.35,  26.8610,    39.04,    37.91,  27.9760
11.03. 22:30 ,   -18.03,     6.98,    21.35,    41.76,    35.35,  26.8610,    39.01,    37.91,  27.9760
11.03. 23:00 ,   -18.03,     6.98,    21.35,    41.76,    35.35,  26.8610,    39.01,    37.91,  27.9760
11.03. 23:30 ,   -18.03,     6.91,    21.35,    41.76,    35.31,  26.8610,    39.01,    37.87,  27.9760
12.03. 00:00 ,   -18.03,     6.91,    21.35,    41.76,    35.31,  26.8610,    39.01,    37.87,  27.9760
12.03. 00:30 ,   -18.03,     6.84,    21.35,    41.76,    35.31,  26.8610,    39.01,    37.87,  27.9760
12.03. 01:00 ,   -18.03,     6.91,    21.35,    41.76,    35.31,  26.8610,    39.01,    37.87,  27.9760
12.03. 01:30 ,   -18.03,     6.91,    21.35,    41.76,    35.32,  21.2130,    39.01,    37.88, -26.6300
12.03. 02:00 ,   -18.03,     6.91,    21.35,    41.76,    35.33, -26.8080,    39.10,    37.93, -23.0500
12.03. 02:30 ,   -18.03,    21.17,    30.03,    33.15,    57.36,  -4.5060,    30.64,    29.81,  -4.6930
12.03. 03:00 ,   -18.03,     6.76,    21.34,    41.68,    35.28, -26.8610,    39.01,    37.88, -27.9760
12.03. 03:30 ,   -18.03,     6.68,    21.35,    41.68,    35.28, -26.0670,    39.38,    37.88, -13.8070
12.03. 04:00 ,   -18.03,     6.43,    21.13,    41.92,    35.43, -21.1670,    39.12,    37.99, -22.0460
12.03. 04:30 ,   -18.03,     6.46,    21.51,    41.44,    35.27, -22.7410,    39.07,    38.05, -23.6860
12.03. 05:00 ,   -18.03,     6.38,    21.35,    41.68,    35.24,  26.8610,    39.01,    37.84,  27.9760
12.03. 05:30 ,   -18.03,     6.30,    21.34,    41.68,    35.25, -26.8610,    39.01,    37.84, -26.7940
12.03. 06:00 ,   -18.03,     6.29,    21.14,    42.00,    34.81, -19.2260,    38.34,    37.21, -20.0240
12.03. 06:30 ,   -18.03,     6.38,    21.50,    34.95,    30.31, -25.3390,    33.10,    32.16, -26.3910
12.03. 07:00 ,   -18.03,     6.46,    21.35,    41.68,    35.24, -13.9720,    39.01,    37.84,   5.3220
12.03. 07:30 ,   -18.03,     6.53,    21.35,    41.68,    35.21, -21.2390,    39.08,    37.84, -26.2200
12.03. 08:00 ,   -18.03,    11.90,    30.03,    41.76,    35.19,  -9.5960,    39.32,    38.33,  -9.9950
12.03. 08:30 ,   -18.03,     6.76,    21.18,    41.60,    35.21,  10.5150,    39.01,    37.84,  27.9760
12.03. 09:00 ,   -18.03,     6.91,    21.18,    41.60,    35.18, -26.8610,    39.02,    37.85, -27.9760
12.03. 09:30 ,   -18.03,     7.05,    21.33,    41.68,    35.39, -15.3420,    48.24,    46.80, -15.9800
12.03. 10:00 ,   -18.03,     7.00,    21.56,    41.84,    35.26, -15.4210,    38.92,    37.82, -16.0610
12.03. 10:30 ,   -18.03,     7.84,    21.35,    41.68,    35.17,  26.8610,    39.01,    37.84,  27.9760
12.03. 11:00 ,   -18.03,     8.08,    21.35,    41.60,    35.17,  22.3940,    39.01,    37.84,  27.9760
